District Name,Question,Response,Week_End
Bickleton School District,Are you directly providing or funding child care for your community? ,No,16-May
Blaine School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Boistfort School District,Are you directly providing or funding child care for your community? ,No,16-May
Bremerton School District,Are you directly providing or funding child care for your community? ,No,16-May
Brewster School District,Are you directly providing or funding child care for your community? ,No,16-May
Bridgeport School District,Are you directly providing or funding child care for your community? ,No,16-May
Burlington-Edison School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Camas School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Cape Flattery School District,Are you directly providing or funding child care for your community? ,No,16-May
Carbonado School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Cascade School District,Are you directly providing or funding child care for your community? ,Yes,16-May
CASHMERE SCHOOL DISTRICT,Are you directly providing or funding child care for your community? ,Yes,16-May
Castle Rock School District,Are you directly providing or funding child care for your community? ,No,16-May
Centerville School District,Are you directly providing or funding child care for your community? ,No,16-May
Central Kitsap School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Central Valley School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Chehalis School District,Are you directly providing or funding child care for your community? ,No,16-May
Cheney School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Chewelah School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Chief Leschi Schools,Are you directly providing or funding child care for your community? ,Yes,16-May
Chimacum School District,Are you directly providing or funding child care for your community? ,No,16-May
Cle Elum-Roslyn School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Clover Park School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Colfax School District,Are you directly providing or funding child care for your community? ,No,16-May
College Place School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Columbia (Stevens) School District,Are you directly providing or funding child care for your community? ,No,16-May
Columbia (WallaWalla) School Dis..,Are you directly providing or funding child care for your community? ,No,16-May
Colville School District,Are you directly providing or funding child care for your community? ,No,16-May
Concrete School District,Are you directly providing or funding child care for your community? ,No,16-May
Conway School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Cosmopolis School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Coulee-Hartline School District,Are you directly providing or funding child care for your community? ,No,16-May
Coupeville School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Crescent School District,Are you directly providing or funding child care for your community? ,No,16-May
Creston School District,Are you directly providing or funding child care for your community? ,No,16-May
Curlew School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Cusick School District,Are you directly providing or funding child care for your community? ,No,16-May
Damman School District,Are you directly providing or funding child care for your community? ,No,16-May
Darrington School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Davenport School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Dayton School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Dieringer School District,Are you directly providing or funding child care for your community? ,Yes,16-May
East Valley School District (Spoka..,Are you directly providing or funding child care for your community? ,Yes,16-May
East Valley School District (Yakima),Are you directly providing or funding child care for your community? ,No,16-May
Eastmont School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Easton School District,Are you directly providing or funding child care for your community? ,No,16-May
Eatonville School District,Are you directly providing or funding child care for your community? ,No,16-May
Edmonds School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Ellensburg School District,Are you directly providing or funding child care for your community? ,No,16-May
Elma School District,Are you directly providing or funding child care for your community? ,No,16-May
Endicott School District,Are you directly providing or funding child care for your community? ,No,16-May
Entiat School District,Are you directly providing or funding child care for your community? ,No,16-May
Enumclaw School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Ephrata School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Evaline School District,Are you directly providing or funding child care for your community? ,No,16-May
Everett School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Evergreen School District (Clark),Are you directly providing or funding child care for your community? ,Yes,16-May
Evergreen School District (Stevens),Are you directly providing or funding child care for your community? ,No,16-May
Federal Way School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Fife School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Finley School District,Are you directly providing or funding child care for your community? ,No,16-May
Franklin Pierce School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Freeman School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Garfield School District,Are you directly providing or funding child care for your community? ,No,16-May
Glenwood School District,Are you directly providing or funding child care for your community? ,No,16-May
Grand Coulee Dam School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Grandview School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Granger School District,Are you directly providing or funding child care for your community? ,No,16-May
Granite Falls School District,Are you directly providing or funding child care for your community? ,No,16-May
Grapeview School District,Are you directly providing or funding child care for your community? ,No,16-May
GreenMountain School District,Are you directly providing or funding child care for your community? ,No,16-May
Harrington School District,Are you directly providing or funding child care for your community? ,No,16-May
Highland School District,Are you directly providing or funding child care for your community? ,No,16-May
Highline School District,Are you directly providing or funding child care for your community? ,No,16-May
Hockinson School District,Are you directly providing or funding child care for your community? ,No,16-May
Hoquiam School District,Are you directly providing or funding child care for your community? ,No,16-May
Impact Public Schools,Are you directly providing or funding child care for your community? ,No,16-May
Inchelium School District,Are you directly providing or funding child care for your community? ,No,16-May
Index School District,Are you directly providing or funding child care for your community? ,No,16-May
Issaquah School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Kahlotus School District,Are you directly providing or funding child care for your community? ,No,16-May
Kalama School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Keller School District,Are you directly providing or funding child care for your community? ,No,16-May
Kelso School District,Are you directly providing or funding child care for your community? ,No,16-May
Kennewick School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Kent School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Kittitas School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Klickitat School District,Are you directly providing or funding child care for your community? ,No,16-May
La Center School District,Are you directly providing or funding child care for your community? ,No,16-May
La Conner School District,Are you directly providing or funding child care for your community? ,No,16-May
LaCrosse School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Lake Chelan School District,Are you directly providing or funding child care for your community? ,No,16-May
Lake Quinault School District,Are you directly providing or funding child care for your community? ,No,16-May
Lake Stevens School District,Are you directly providing or funding child care for your community? ,No,16-May
LakeWashington Institute of Tech..,Are you directly providing or funding child care for your community? ,No,16-May
LakeWashington School District,Are you directly providing or funding child care for your community? ,No,16-May
Lakewood School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Lamont School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Liberty School District,Are you directly providing or funding child care for your community? ,No,16-May
Lind School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Loon Lake School District,Are you directly providing or funding child care for your community? ,No,16-May
Lopez School District,Are you directly providing or funding child care for your community? ,No,16-May
Lynden School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Mabton School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Mansfield School District,Are you directly providing or funding child care for your community? ,No,16-May
Manson School District,Are you directly providing or funding child care for your community? ,No,16-May
MaryM Knight School District,Are you directly providing or funding child care for your community? ,No,16-May
MaryWalker School District,Are you directly providing or funding child care for your community? ,No,16-May
Marysville School District,Are you directly providing or funding child care for your community? ,No,16-May
McCleary School District,Are you directly providing or funding child care for your community? ,No,16-May
Mead School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Medical Lake School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Mercer Island School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Meridian School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Methow Valley School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Mill A School District,Are you directly providing or funding child care for your community? ,No,16-May
Monroe School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Montesano School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Morton School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Mossyrock School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Mount Adams School District,Are you directly providing or funding child care for your community? ,No,16-May
Mount Baker School District,Are you directly providing or funding child care for your community? ,No,16-May
Mount Vernon School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Muckleshoot Indian Tribe,Are you directly providing or funding child care for your community? ,No,16-May
Mukilteo School District,Are you directly providing or funding child care for your community? ,No,16-May
Naches Valley School District,Are you directly providing or funding child care for your community? ,No,16-May
Napavine School District,Are you directly providing or funding child care for your community? ,No,16-May
Naselle-Grays River Valley School ..,Are you directly providing or funding child care for your community? ,No,16-May
Nespelem School District #14,Are you directly providing or funding child care for your community? ,No,16-May
Newport School District,Are you directly providing or funding child care for your community? ,Yes,16-May
NineMile Falls School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Nooksack Valley School District,Are you directly providing or funding child care for your community? ,No,16-May
North Beach School District,Are you directly providing or funding child care for your community? ,Yes,16-May
North Franklin School District,Are you directly providing or funding child care for your community? ,No,16-May
NorthMason School District,Are you directly providing or funding child care for your community? ,Yes,16-May
North River School District,Are you directly providing or funding child care for your community? ,No,16-May
North Thurston Public Schools,Are you directly providing or funding child care for your community? ,No,16-May
Northport School District,Are you directly providing or funding child care for your community? ,No,16-May
Northshore School District,Are you directly providing or funding child care for your community? ,No,16-May
Oak Harbor School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Oakesdale School District,Are you directly providing or funding child care for your community? ,No,16-May
Oakville School District,Are you directly providing or funding child care for your community? ,No,16-May
Ocean Beach School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Ocosta School District,Are you directly providing or funding child care for your community? ,No,16-May
Odessa School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Okanogan School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Olympia School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Onalaska School District,Are you directly providing or funding child care for your community? ,No,16-May
Onion Creek School District,Are you directly providing or funding child care for your community? ,No,16-May
Orcas Island School District,Are you directly providing or funding child care for your community? ,No,16-May
Orient School District,Are you directly providing or funding child care for your community? ,No,16-May
Orondo School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Oroville School District,Are you directly providing or funding child care for your community? ,No,16-May
Orting School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Othello School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Palisades School District,Are you directly providing or funding child care for your community? ,No,16-May
Palouse School District,Are you directly providing or funding child care for your community? ,No,16-May
Pasco School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Pateros School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Pe Ell School District,Are you directly providing or funding child care for your community? ,No,16-May
Peninsula School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Pomeroy School District,Are you directly providing or funding child care for your community? ,No,16-May
Port Angeles School District,Are you directly providing or funding child care for your community? ,No,16-May
Port Townsend School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Prosser School District,Are you directly providing or funding child care for your community? ,No,16-May
Pullman School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Puyallup School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Quilcene School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Quillayute Valley School District,Are you directly providing or funding child care for your community? ,No,16-May
Quincy School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Rainier School District,Are you directly providing or funding child care for your community? ,No,16-May
Rainier Valley Leadership Academy,Are you directly providing or funding child care for your community? ,No,16-May
Raymond School District,Are you directly providing or funding child care for your community? ,No,16-May
Reardan-Edwall School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Renton School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Richland School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Ridgefield School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Riverside School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Rochester School District,Are you directly providing or funding child care for your community? ,No,16-May
Royal School District,Are you directly providing or funding child care for your community? ,No,16-May
San Juan Island School District,Are you directly providing or funding child care for your community? ,No,16-May
Satsop School District,Are you directly providing or funding child care for your community? ,No,16-May
Seattle Public Schools,Are you directly providing or funding child care for your community? ,No,16-May
Sedro-Woolley School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Selah School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Selkirk School District,Are you directly providing or funding child care for your community? ,No,16-May
Sequim School District,Are you directly providing or funding child care for your community? ,No,16-May
Shaw Island School District,Are you directly providing or funding child care for your community? ,No,16-May
Shelton School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Shoreline School District,Are you directly providing or funding child care for your community? ,No,16-May
Skamania School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Skykomish School District,Are you directly providing or funding child care for your community? ,No,16-May
Snohomish School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Snoqualmie Valley School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Soap Lake School District,Are you directly providing or funding child care for your community? ,No,16-May
South Bend School District,Are you directly providing or funding child care for your community? ,Yes,16-May
South Kitsap School District,Are you directly providing or funding child care for your community? ,No,16-May
SouthWhidbey School District,Are you directly providing or funding child care for your community? ,No,16-May
Southside School District,Are you directly providing or funding child care for your community? ,No,16-May
Spokane International Academy,Are you directly providing or funding child care for your community? ,Yes,16-May
Sprague School District,Are you directly providing or funding child care for your community? ,Yes,16-May
St. John School District,Are you directly providing or funding child care for your community? ,No,16-May
Stanwood-Camano School District,Are you directly providing or funding child care for your community? ,No,16-May
Star School District No. 054,Are you directly providing or funding child care for your community? ,No,16-May
Steilacoom Hist. School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Stevenson-Carson School District,Are you directly providing or funding child care for your community? ,No,16-May
Sultan School District,Are you directly providing or funding child care for your community? ,No,16-May
Summit Public School: Atlas,Are you directly providing or funding child care for your community? ,No,16-May
Summit Public School: Olympus,Are you directly providing or funding child care for your community? ,No,16-May
Summit Valley School District,Are you directly providing or funding child care for your community? ,No,16-May
Sumner School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Sunnyside School District,Are you directly providing or funding child care for your community? ,No,16-May
Tacoma School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Taholah School District,Are you directly providing or funding child care for your community? ,No,16-May
Tahoma School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Tekoa School District,Are you directly providing or funding child care for your community? ,No,16-May
Tenino School District,Are you directly providing or funding child care for your community? ,No,16-May
Toledo School District,Are you directly providing or funding child care for your community? ,No,16-May
Tonasket School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Toppenish School District,Are you directly providing or funding child care for your community? ,No,16-May
Toutle Lake School District,Are you directly providing or funding child care for your community? ,No,16-May
Trout Lake School District,Are you directly providing or funding child care for your community? ,No,16-May
Tukwila School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Tumwater School District,Are you directly providing or funding child care for your community? ,No,16-May
Union Gap School District,Are you directly providing or funding child care for your community? ,Yes,16-May
University Place School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Valley School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Vancouver School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Vashon Island School District,Are you directly providing or funding child care for your community? ,Yes,16-May
WAHE LUT Indian School Agency,Are you directly providing or funding child care for your community? ,No,16-May
Wahkiakum School District,Are you directly providing or funding child care for your community? ,No,16-May
WallaWalla Public Schools,Are you directly providing or funding child care for your community? ,Yes,16-May
Warden School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Washougal School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Washtucna School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Waterville School District,Are you directly providing or funding child care for your community? ,No,16-May
Wellpinit School District,Are you directly providing or funding child care for your community? ,No,16-May
Wenatchee School District,Are you directly providing or funding child care for your community? ,Yes,16-May
West Valley School District (Spoka..,Are you directly providing or funding child care for your community? ,Yes,16-May
West Valley School District (Yakim..,Are you directly providing or funding child care for your community? ,No,16-May
White Pass School District,Are you directly providing or funding child care for your community? ,Yes,16-May
White River School District,Are you directly providing or funding child care for your community? ,Yes,16-May
White Salmon Valley School District,Are you directly providing or funding child care for your community? ,No,16-May
Willapa Valley School District,Are you directly providing or funding child care for your community? ,No,16-May
Wilson Creek School District,Are you directly providing or funding child care for your community? ,No,16-May
Wishkah Valley School District,Are you directly providing or funding child care for your community? ,No,16-May
Wishram School District,Are you directly providing or funding child care for your community? ,No,16-May
Woodland School District,Are you directly providing or funding child care for your community? ,No,16-May
Yelm School District,Are you directly providing or funding child care for your community? ,Yes,16-May
Zillah School District,Are you directly providing or funding child care for your community? ,No,16-May
Adna School District,Are you directly providing or funding child care for your community? ,No,23-May
Almira School District,Are you directly providing or funding child care for your community? ,No,23-May
Anacortes School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Asotin-Anatone School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Bellevue School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Benge School District,Are you directly providing or funding child care for your community? ,No,23-May
Bickleton School District,Are you directly providing or funding child care for your community? ,No,23-May
Blaine School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Boistfort School District,Are you directly providing or funding child care for your community? ,No,23-May
Bremerton School District,Are you directly providing or funding child care for your community? ,No,23-May
Brewster School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Bridgeport School District,Are you directly providing or funding child care for your community? ,No,23-May
Brinnon School District,Are you directly providing or funding child care for your community? ,No,23-May
Camas School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Cape Flattery School District,Are you directly providing or funding child care for your community? ,No,23-May
Carbonado School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Cascade School District,Are you directly providing or funding child care for your community? ,Yes,23-May
CASHMERE SCHOOL DISTRICT,Are you directly providing or funding child care for your community? ,Yes,23-May
Castle Rock School District,Are you directly providing or funding child care for your community? ,No,23-May
Centerville School District,Are you directly providing or funding child care for your community? ,No,23-May
Central Valley School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Centralia School District,Are you directly providing or funding child care for your community? ,No,23-May
Chief Leschi Schools,Are you directly providing or funding child care for your community? ,Yes,23-May
Chimacum School District,Are you directly providing or funding child care for your community? ,No,23-May
Clover Park School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Colfax School District,Are you directly providing or funding child care for your community? ,No,23-May
College Place School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Columbia (Stevens) School District,Are you directly providing or funding child care for your community? ,No,23-May
Columbia (WallaWalla) School Dis..,Are you directly providing or funding child care for your community? ,No,23-May
Conway School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Cosmopolis School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Coupeville School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Crescent School District,Are you directly providing or funding child care for your community? ,No,23-May
Creston School District,Are you directly providing or funding child care for your community? ,No,23-May
Curlew School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Cusick School District,Are you directly providing or funding child care for your community? ,No,23-May
Darrington School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Dayton School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Dieringer School District,Are you directly providing or funding child care for your community? ,Yes,23-May
East Valley School District (Spoka..,Are you directly providing or funding child care for your community? ,Yes,23-May
East Valley School District (Yakima),Are you directly providing or funding child care for your community? ,No,23-May
Eatonville School District,Are you directly providing or funding child care for your community? ,No,23-May
Edmonds School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Ellensburg School District,Are you directly providing or funding child care for your community? ,No,23-May
Entiat School District,Are you directly providing or funding child care for your community? ,No,23-May
Enumclaw School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Ephrata School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Evaline School District,Are you directly providing or funding child care for your community? ,No,23-May
Everett School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Evergreen School District (Clark),Are you directly providing or funding child care for your community? ,Yes,23-May
Evergreen School District (Stevens),Are you directly providing or funding child care for your community? ,No,23-May
Ferndale School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Fife School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Finley School District,Are you directly providing or funding child care for your community? ,No,23-May
Freeman School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Grand Coulee Dam School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Grandview School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Granger School District,Are you directly providing or funding child care for your community? ,No,23-May
Granite Falls School District,Are you directly providing or funding child care for your community? ,No,23-May
Grapeview School District,Are you directly providing or funding child care for your community? ,No,23-May
Great Northern School District,Are you directly providing or funding child care for your community? ,No,23-May
GreenMountain School District,Are you directly providing or funding child care for your community? ,No,23-May
Harrington School District,Are you directly providing or funding child care for your community? ,No,23-May
Highland School District,Are you directly providing or funding child care for your community? ,No,23-May
Highline School District,Are you directly providing or funding child care for your community? ,No,23-May
Hood Canal School District,Are you directly providing or funding child care for your community? ,No,23-May
Impact Public Schools,Are you directly providing or funding child care for your community? ,No,23-May
Index School District,Are you directly providing or funding child care for your community? ,No,23-May
Issaquah School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Kalama School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Keller School District,Are you directly providing or funding child care for your community? ,No,23-May
Kelso School District,Are you directly providing or funding child care for your community? ,No,23-May
Kent School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Kittitas School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Klickitat School District,Are you directly providing or funding child care for your community? ,No,23-May
La Center School District,Are you directly providing or funding child care for your community? ,No,23-May
La Conner School District,Are you directly providing or funding child care for your community? ,No,23-May
Lake Quinault School District,Are you directly providing or funding child care for your community? ,No,23-May
LakeWashington Institute of Tech..,Are you directly providing or funding child care for your community? ,No,23-May
Lakewood School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Liberty School District,Are you directly providing or funding child care for your community? ,No,23-May
Lind School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Loon Lake School District,Are you directly providing or funding child care for your community? ,No,23-May
Lopez School District,Are you directly providing or funding child care for your community? ,No,23-May
Lyle School District,Are you directly providing or funding child care for your community? ,No,23-May
Lynden School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Mabton School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Mansfield School District,Are you directly providing or funding child care for your community? ,No,23-May
Manson School District,Are you directly providing or funding child care for your community? ,No,23-May
MaryM Knight School District,Are you directly providing or funding child care for your community? ,No,23-May
MaryWalker School District,Are you directly providing or funding child care for your community? ,No,23-May
Marysville School District,Are you directly providing or funding child care for your community? ,No,23-May
McCleary School District,Are you directly providing or funding child care for your community? ,No,23-May
Medical Lake School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Mercer Island School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Meridian School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Mill A School District,Are you directly providing or funding child care for your community? ,No,23-May
Monroe School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Montesano School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Morton School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Moses Lake School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Mossyrock School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Mount Baker School District,Are you directly providing or funding child care for your community? ,No,23-May
Mount Vernon School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Muckleshoot Indian Tribe,Are you directly providing or funding child care for your community? ,No,23-May
Mukilteo School District,Are you directly providing or funding child care for your community? ,No,23-May
Napavine School District,Are you directly providing or funding child care for your community? ,No,23-May
Naselle-Grays River Valley School ..,Are you directly providing or funding child care for your community? ,No,23-May
Nespelem School District #14,Are you directly providing or funding child care for your community? ,No,23-May
Newport School District,Are you directly providing or funding child care for your community? ,Yes,23-May
NineMile Falls School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Nooksack Valley School District,Are you directly providing or funding child care for your community? ,No,23-May
North Beach School District,Are you directly providing or funding child care for your community? ,Yes,23-May
North Franklin School District,Are you directly providing or funding child care for your community? ,No,23-May
North Kitsap School District,Are you directly providing or funding child care for your community? ,Yes,23-May
NorthMason School District,Are you directly providing or funding child care for your community? ,Yes,23-May
North River School District,Are you directly providing or funding child care for your community? ,No,23-May
North Thurston Public Schools,Are you directly providing or funding child care for your community? ,No,23-May
Northport School District,Are you directly providing or funding child care for your community? ,No,23-May
Oak Harbor School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Oakesdale School District,Are you directly providing or funding child care for your community? ,No,23-May
Oakville School District,Are you directly providing or funding child care for your community? ,No,23-May
Ocosta School District,Are you directly providing or funding child care for your community? ,No,23-May
Odessa School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Omak School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Onalaska School District,Are you directly providing or funding child care for your community? ,No,23-May
Onion Creek School District,Are you directly providing or funding child care for your community? ,No,23-May
Orcas Island School District,Are you directly providing or funding child care for your community? ,No,23-May
Orchard Prairie School District,Are you directly providing or funding child care for your community? ,No,23-May
Orient School District,Are you directly providing or funding child care for your community? ,No,23-May
Orondo School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Othello School District,Are you directly providing or funding child care for your community? ,No,23-May
Palisades School District,Are you directly providing or funding child care for your community? ,No,23-May
Palouse School District,Are you directly providing or funding child care for your community? ,No,23-May
Pateros School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Pe Ell School District,Are you directly providing or funding child care for your community? ,No,23-May
Pioneer School District,Are you directly providing or funding child care for your community? ,No,23-May
Pomeroy School District,Are you directly providing or funding child care for your community? ,No,23-May
Port Angeles School District,Are you directly providing or funding child care for your community? ,No,23-May
Port Townsend School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Prosser School District,Are you directly providing or funding child care for your community? ,No,23-May
Pullman School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Queets-Clearwater School District,Are you directly providing or funding child care for your community? ,No,23-May
Quilcene School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Quillayute Valley School District,Are you directly providing or funding child care for your community? ,No,23-May
Rainier Prep Charter School District,Are you directly providing or funding child care for your community? ,No,23-May
Rainier School District,Are you directly providing or funding child care for your community? ,No,23-May
Raymond School District,Are you directly providing or funding child care for your community? ,No,23-May
Reardan-Edwall School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Renton School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Republic School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Richland School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Ridgefield School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Riverside School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Riverview School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Rochester School District,Are you directly providing or funding child care for your community? ,No,23-May
Royal School District,Are you directly providing or funding child care for your community? ,No,23-May
San Juan Island School District,Are you directly providing or funding child care for your community? ,No,23-May
Satsop School District,Are you directly providing or funding child care for your community? ,No,23-May
Sedro-Woolley School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Selah School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Selkirk School District,Are you directly providing or funding child care for your community? ,No,23-May
Sequim School District,Are you directly providing or funding child care for your community? ,No,23-May
Shaw Island School District,Are you directly providing or funding child care for your community? ,No,23-May
Shelton School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Skamania School District,Are you directly providing or funding child care for your community? ,Yes,23-May
Skykomish School District,Are you directly providing or funding child care for your community? ,No,23-May
Snohomish School District,Are you directly providing or funding child care for your community? ,Yes,23-May
