demsharenext	difdemshare
.90389216	1
.31787995	-.58613497
0	-.36424014
.26080066	-1
.17655937	-.69325185
.45019454	-.64688122
.81370687	-.099610925
.58280033	.20207962
.77808994	.1820339
.87892967	1
1	1
1	1
1	1
.96436238	1
.92761123	.85406172
.88605797	.84911573
1	.77211595
.86546916	1
.61345863	.65110326
.66222829	.22691727
.70225638	.32445657
.75880295	.54922986
.80108839	.53338051
1	.60217679
.69540727	.34247518
.6519388	.39081457
.6478532	.30387759
.6590336	.22137642
.62249994	.32778072
1	.92243505
1	1
1	1
.87759686	1
.64947039	1
1	.29894075
1	1
1	1
.78239918	1
.73421174	.58015513
.74564868	.35425571
1	.49129736
.74741787	1
.52541441	-.12088811
.57393515	.068638086
1	.57629943
.78818661	.54564691
.79095685	.57637322
.71232975	.58191371
1	.34840927
.53973734	1
.60134137	.079474658
.68749219	1
.71084309	.37498441
.68296647	.42168614
.64455026	.28211364
1	.28910053
.59299821	1
.36529517	-.054198146
.37091586	-.26128042
.72761703	.56627196
1	1
.75567281	1
.66614294	.51134562
.43473765	.035831839
.51453662	-.13052467
.5235166	.029073238
.60602176	.3004308
.9436233	.21204352
.52627671	.88724661
.55657423	-.012824625
.58007371	.11314845
.58067876	.16014743
.54395401	-.0078727007
.57426083	.10633117
1	.46688074
.59678125	.32489836
.71642637	.19356251
.57634908	.43285272
.53057718	.03194201
.47595006	.061154395
.41874367	-.048099875
.54230803	.04388243
.54181927	.085966498
.51002377	.083638579
.54117531	.014933228
.52612638	.082350612
.59105426	.05225274
.35441443	-.14565182
.31655616	-.26636878
.75357085	.46607566
1	.48496202
1	1
.59631491	1
.51618952	.22745141
.53642464	.032379031
.65982759	.072849274
.96326905	.27715066
.68401998	.94344735
.48944873	.36803997
.4997268	-.013082832
.37529349	-.00054642558
.33410159	-.24941301
.25387782	-1
0	-.480461
.84008127	.69025737
.83983517	.62497187
.88964701	.67967033
.76529771	.77929401
1	1
1	1
.72009015	1
.81301844	1
.69878453	.62603688
.68742722	.39756906
.64204627	.18315339
.6725387	.28409255
.65648878	.3450774
.52881408	.031443626
.9125101	.070575446
.59592539	.25401723
.59489405	.18277419
.63404709	.18978807
.56331575	.26809421
.2849189	-.08600083
.48838931	-.43016219
.43882254	-.023221374
.65723687	.13961387
.58974886	.33228534
.58530772	.17949772
.5786919	.017222136
.51492393	.15738383
.54970145	.02984786
.55176342	.047547609
.48170879	.11477837
.61145598	.19144511
.53860557	.043875068
.66490656	.077211112
.53104758	.32981312
.36663511	-.10365152
0	-.26672974
.33363065	-1
.46067965	-.10274079
.30737215	-.074453115
.41413182	-.37589854
.48687035	-.0014689863
.34059083	-.026259303
.3798193	-.31881833
.35410807	-.2997562
.29494721	-.27567646
.52337104	.19508386
.37338182	-.14973429
.4807846	-.25323632
.41447508	-.03843081
.5612548	.17292631
.45154461	.12250963
.42939249	-.096910805
.40216196	.46750742
0	-.19567609
.30292276	-1
.42508069	-.46737325
.38968328	-.14983866
.38179073	-.22063348
.28730741	-.43039635
0	-.41254738
.68931639	.29850864
1	.34953293
1	1
.6105687	1
.52777416	.21063462
.56287301	.05554831
.67025077	.12574604
.50897211	.46750742
.53407127	.027683645
.46493134	.068142563
.50693631	-.019530773
.50355017	.013872594
.49336097	.0071003139
.40020612	-.20221293
.42249891	-.18244931
.63690001	.26160112
.54463565	.23094466
.62530756	.089271307
.52042747	.25061512
.71488369	.31650457
.55956298	.44778925
.99955595	.78239071
.99993575	.95496315
.9998523	.99990362
.99976677	.9997046
1	.99969149
1	1
1	1
.688878	.46856889
.60594791	.377756
.48347834	.21189582
.47957581	-.23469007
.3622373	-.040848374
.3448709	-.27552536
0	-.3394253
0	-.96444291
.99969232	.9289124
.99993914	.95368803
.99992687	.99991888
.9999209	.99985373
.35658371	.96327478
.42416841	-.28683257
.46371323	-.15166318
.41800824	-.13065818
.42680052	-.1574308
.44279513	-.14639899
.46401599	-.25371349
.46654704	-.071967989
.89025754	-.061011463
0	-1
.41060975	-.89932477
.99950802	.9567523
.92876399	.9863928
.99874216	.86053163
.99979013	.99748433
.57755005	.99969667
.66131222	.15510011
.75237024	.34483653
1	.23634568
.8195681	1
.59793508	.6391362
.68431026	.17860758
.53713852	.36862049
.58058089	.081411093
.38737369	-.20119953
0	-.21557051
.9993735	.89748442
.85117644	.98452449
1	.70235288
1	1
1	1
.61171645	1
1	.2234329
.73550969	.26503405
.46151349	.47101939
0	-.059794635
.5142743	-.28777459
.52150244	.041165262
.61476755	.04300487
.27786562	-.47127271
.40389827	-.43142942
.99990612	.94282663
1	.99992573
1	1
.99829406	1
.99176514	.33423555
.7470091	.98357803
.65935093	.52901644
.51432288	.23624992
.82743621	.030965418
.87500989	.65487242
1	.87537628
.69839758	1
1	.39679518
.54090327	.042784482
.58058095	.08824724
.99957949	.94279838
.99992454	.9778356
1	.99989939
.99989957	1
.61740601	.30021718
.58287096	.23481202
.64086783	.18422657
.55457264	.039071649
1	.11416385
.48222014	1
.75537932	.2113755
.76078451	.51075864
1	.52156901
.69418794	.276297
.72624421	.39385393
1	1
1	1
1	1
1	1
1	.49148798
1	1
.78480178	1
.837161	.37208688
.78073895	.67432201
1	.5614779
1	1
.62240571	1
.61042446	.24481142
.51562482	.14431044
.59412116	.048159838
1	.86526668
1	1
1	1
.69715178	1
1	.25378755
1	1
1	1
.95037687	1
.70091033	.90075374
.69250804	.40182066
.56759882	.18518636
.87672269	.16293827
.55565262	.75344539
.52245253	.14070749
.58425808	.06635493
.91143942	.77357757
.83497155	1
1	.66994309
1	1
.53420943	.18649122
.40643004	.06841886
.39409217	-.1871399
.25957918	-.29421476
0	-.48084164
.18045372	-1
0	-.65985882
.18177868	-.94091284
0	-.63644266
.49182081	-.90956539
0	.019637221
1	1
1	1
1	1
1	1
1	.62751138
1	1
1	1
.62721455	.49898946
.61459363	.25442913
.52255189	.22918728
.71658415	.1593051
.66412699	.43316829
.99637514	.34327292
.63774455	.18962163
.57599252	.29472867
1	.96861303
.44384387	-.058200687
.47419691	-.11231223
.42679229	-.051606178
.60996336	.14913544
.61420339	.21992674
.59722209	.22840682
.53965235	-.041291475
.5032227	.093942791
.51097018	.012069196
.5851953	1
.60733956	.17802536
.59583098	.22605211
.49182081	.027148604
.43439326	.019637221
.98079014	.99648261
1	1
1	1
1	1
1	.64342535
1	1
1	1
.65929407	.66046727
.65101856	.32519633
.70877403	.30203712
.44199145	-.13209429
.32358569	-.1160171
.33138788	-.35282862
.49182081	-.53604758
.25897756	.019637221
1	1
1	1
.96719706	1
1	.93439412
.42417359	.67283487
1	-.14647245
.35192466	1
0	-.58320117
.14880933	-1
.16434547	-.70238137
.11883824	-.73339021
.2086255	-.75499845
0	-.58274901
.49182081	-1
0	.019637221
.77844459	.70938098
.60448974	.24644253
.88177979	.22483775
.68580538	.76355958
.92310089	.53535485
.70552546	.84620178
1	.41105089
.60651177	.44424489
.61509782	.21441042
.48247227	.23019564
.31595513	-.29102302
0	-.36802784
0	-1
0	-.92045456
0	-.51581645
1	1
1	1
1	1
.94280225	1
1	.50554073
.60570365	1
.64491391	.2114073
1	.23816642
.63280386	1
1	.26560768
.61522514	.17696044
1	.23045024
.57738537	1
.48723778	-.061927199
.63668042	-.025524408
1	1
1	1
1	1
.98084378	1
.74278975	.51544416
.62084401	.49695775
1	.24168798
.76821172	.60843885
.76321077	.53642344
.59112388	.52642155
.72320253	.99638093
.93448132	.44640508
.64877534	.86896265
.56200451	.16514015
.85210812	.14835462
1	.92464876
1	1
1	1
1	1
.94903255	.63041341
.96531743	.89806509
1	.93063486
.57403982	.64407873
.51640064	.14807963
1	.0328013
1	1
.95358109	1
.53454906	.90716219
.56833488	.18365332
.82432824	.14460453
.806499	.78219724
1	.97668672
1	1
1	1
1	.36985573
1	1
1	1
.75834024	.57386243
.68498969	.52043438
.59921396	.36997938
.68716335	.99994361
.9926936	.37432668
.71310306	.98707277
.41044277	.37349555
.36275885	-.16738737
1	1
1	1
1	1
1	1
.57072157	.50365138
.55775166	.1414431
.64892334	.11550331
.59297615	.15449262
.74862254	.18913862
.55000055	.49724504
.35073766	-.060270905
.52464658	-.29852471
.56478667	.04929316
.32291061	-.10839745
.30993757	-.34575266
1	.78109825
.87284511	.87669396
1	.74569023
1	1
1	.55073082
1	1
1	1
.61419374	1
.72445005	.22838748
.56768996	.44890007
.47674656	-.026080161
.53244019	-.046506882
.54305774	.07338351
.47624159	.11216509
.44607243	-.034547925
1	1
1	1
1	1
1	1
1	.38721383
1	1
.76170909	1
.74367058	1
.66203147	.48734117
.70022935	.32406294
1	1
.93855017	1
1	.87710035
.62302119	.1955426
.58357465	.25566041
1	.98940361
.64570516	1
1	.29141036
.58854431	1
1	.1133877
.7351796	1
.82706666	.47035918
.57789749	1
.700091	.15579498
.84637642	.40018198
.65691912	.14880717
1	.31383827
.95630008	1
.70634824	.14223149
.87910169	.43032777
1	1
1	1
1	1
.77635247	1
1	.52844298
1	1
1	1
1	1
.68122607	1
1	.36245215
1	1
1	1
1	1
.51648235	.073191762
.53571457	.042742223
.5245989	.7731806
1	.29791251
1	1
1	1
.40538728	.099733025
.34775668	-.18922544
0	-.30448663
.85508209	.70756114
.96751541	.71509701
.79898107	.93503082
.90196383	.5988515
.92881948	.80392766
.99555922	.85763896
.49182081	.49083108
.89945984	.019637221
.93880987	.91113865
1	1
1	1
.85666388	1
1	.55242109
1	1
1	1
.54635519	1
.53238845	.092710346
.93507797	.064776897
.38014328	-.16263029
.3229461	-.23971343
0	-.35410777
.19626485	-1
.16350403	-.60747027
1	.50500131
1	1
1	1
1	1
.87139279	.2927748
.81483459	.79349852
1	.62966919
1	1
1	1
.81914419	1
1	1
.7070294	1
1	.43177059
.63716954	.25043425
.63171631	.29314566
1	1
1	1
1	1
1	1
1	.56259489
.60838097	1
.61356884	.21676192
.71038991	.040776819
.42953387	.44310033
.22756131	-.14093223
.38521564	-.61895704
0	-.22085923
.25153375	-.93235064
.22404914	-.89960617
0	-.54024589
.92667562	.868195
.61696297	.85407209
.58303404	.28746858
1	.16200292
.62354404	1
.5564521	.24708804
.50069499	.41184607
.49444887	.0013900101
.48312315	-.011102289
.2823312	-.30628264
.31354433	-.43533763
.287626	-.36068511
.49182081	-.49941152
.33689132	.019637221
.96365374	.4206973
1	.92730749
1	1
1	1
.89711314	1
.69853872	.79422629
.90681732	1
.645253	.81363463
.6349144	.30961591
.36374733	-.25199294
.35112447	-.25473788
.63393909	.55626529
.5405916	.27327192
.61290574	.081183195
.67222917	.18939283
.92606813	.34449711
1	.85213625
.49182081	.05652377
.57475102	.019637221
1	.28086782
.71366858	1
1	.43673128
.66618395	.072876692
.57856798	.3323679
.31897902	-.025051206
.30730584	-.36204195
.29597074	-.38534567
.49182081	-.53972834
0	.019637221
1	.2728183
1	1
1	1
.64641434	.18753293
.63284665	.30800796
.75374138	.4331401
.9054352	.51977277
.49182081	.46874478
.92752618	.019637221
.49182081	.46969488
.72227657	.019637221
.98500854	.76075494
.95182443	.97001708
.88809049	.90608257
.86932284	.34180158
.80893356	.74157047
.7904641	.61786711
1	1
1	1
.85017639	1
1	.70035279
.70563793	1
1	.41127583
1	1
.82004482	.59455037
1	.64008963
1	1
1	1
.95051622	1
.86885196	.90103245
.46447635	-.019349843
.44816166	-.071047306
1	.26777604
.52295268	1
.7608636	.045905352
1	.5217272
.58923304	.36885774
.5640437	.17846605
1	.1280874
.60356259	.59654695
1	.20712519
.65667415	1
1	.24269745
.60611081	1
.66040742	.21222162
.41906574	-.19595516
.35314611	-.16186848
.44466507	-.066342473
.43210015	-.0039910078
.52162218	-.13579968
.50252086	.043244392
.40986732	.076344371
.44051749	-.1802654
.48521179	-.11896503
.57193202	.43104863
.65667915	.15970129
.63739944	.34395388
.73039484	.36021063
.69695514	.4688029
.60562533	.39391029
.49742213	.0027870238
.47516835	-.005155772
1	.18898174
.56288397	1
1	.12576795
1	1
.45945773	.23311976
.35033551	-.079929918
.33408448	-.29932901
.44130728	-.034899205
.34159428	-.11738548
.33019283	-.31681144
.43910626	-.073045641
.25779369	-.11176005
.30669102	-.48441258
.31612664	-.48291567
.53410232	-.36774671
.63295388	.3243959
.55921978	.22010374
.71923792	.11843953
.55419427	.43847582
.24643874	-.06276238
.25761035	-.50712252
.19556521	-.47027895
.32652518	-.38825321
.20825106	-.33947238
.32522875	-.58349788
0	-.51762688
0	-1
0	-1
0	-.58849132
.21773927	-1
1	.21427286
.52714729	.21817195
.94737357	.054294616
.54660845	.89474714
.65045613	.41192666
.56510478	.30091226
.64899772	.14125463
.93994194	.48012948
.46121088	.87988389
.40476176	-.0452694
.25743243	-.43401769
.26021454	-.48513517
0	-.47957096
.55695087	.1767422
.4595443	.11390176
.56114727	.20945358
.52363175	.20741001
.65795666	.048026353
.56124479	.31591332
.6892482	.39356577
.61964244	.37849638
.75270349	.23928487
.7322765	.51207495
.76474339	.46455303
1	.52948678
.79610467	.47301117
.58715653	.59220934
.50808984	.17431304
.60504538	.20387337
.28318965	-.27145308
.31957915	-.43362069
.28196833	-.36084172
0	-1
.42964184	-.047175795
.44282323	-.11098492
.50561482	-.11435354
.53627092	.011229634
.28607157	-.061856061
.26409641	-.42785689
.23659803	-.47180715
.45932969	-.059747577
.364963	-.081340641
.51747084	-.27007401
.6681453	.16798559
.50403744	.33629063
.43159589	.0080748498
.38441122	-.35404369
.30807099	-.23117757
.4870832	.12765366
.41857135	-.12227798
.60950971	-.16285729
.58620209	.21901941
.6926862	.31798029
.59058768	.38537237
.68464142	.18117535
.70908749	.54222667
.66403794	.52947742
.57360011	.32807589
.41346866	-.027389705
.28549328	-.1730566
.25637475	-.42901346
.38174912	-.25512767
.37242338	-.23650178
.65704912	.40685403
.69749379	.94307053
.8398146	.39498755
.80295026	.67962921
1	1
.81246388	1
1	.62492776
.74594492	.67680895
1	.4918898
.76129556	1
.79107988	.37742308
.72899318	.58215976
.69725305	.45798638
.67312199	.41942084
.77610517	.34624395
.56830662	.2631802
.53833151	.14450324
.71612799	.076662987
.65468663	.43225601
.74284536	.55511475
.65594178	.48569071
.70047307	.31188357
.42333028	-.16290954
.37955615	-.15333942
.28139105	-.24088773
.5016498	-.32486409
.68303668	.0032995939
.5885374	.36607334
.85191315	.50060821
.85717225	.70382631
.57496578	.19382569
.56811053	.074423939
.7513625	.13622108
.62188089	.50272501
.538562	.21938622
.472763	.077124
.38588274	-.054473996
.57702029	.05122304
.77198076	.1540406
.80495417	.54396152
.8193413	.44350877
.78628802	.6386826
.80664569	.57257605
.56917602	.17621645
.65367484	.13835207
.38110411	-.10680473
.45754704	-.028784961
.51400405	-.084905893
.47967774	.028008074
.29056737	-.089543223
.47000614	-.41886523
.50807106	-.059987754
.70836967	.47418451
.89665413	.41673931
.69900101	.79330826
.72225147	.30260977
.75358027	.44450292
.65346265	.50716054
.43167654	-.31896684
.3658413	-.13664696
.59025121	.090794235
.73548102	.18050241
.64532328	.47096202
.75983226	.58988512
.79620409	.51966453
.58656126	.59240818
.94393492	1
.88697076	.88786983
.88474226	.77394152
.86682421	.99998569
1	.73367029
.849886	1
.83467805	.63020587
.85741132	.66935611
.45604742	.36486435
.39106742	-.087905169
.36615992	-.2178652
.42222661	-.3184329
.51266456	-.045995831
.59329891	.025329113
.47128746	.43694243
.37251589	-.057425112
.22241883	-.25496826
.3868238	-.40561172
.39655641	-.22635236
.59582651	.38794768
.55664128	.19165304
.55854845	.11328259
.471187	.065080762
.42843214	-.17659914
.48304033	-.1431357
.36176619	-.024854302
.30342522	-.2704446
.40683106	-.39314958
.44301724	-.18633786
.53968585	.35779631
.59928626	.088594109
.58369333	.19857249
.42810526	.049616426
.47365421	-.11980256
.4404428	-.052691579
.27563721	-.25364378
.3821705	-.40597034
.66170639	.4120928
.60244489	.29400775
.79059148	.2048898
.56957531	.58118296
.53615272	.22824812
.54890525	.072305441
.70769167	.097810537
.53968787	.18111929
.54806095	.079375774
.53980643	.096121907
.73266256	.48114371
.64868742	.46532512
.61302322	.29737487
.44527233	-.041256905
.39822209	-.10945535
.82800704	.67771971
.76537508	.66609716
.90887994	.53581309
.74913591	.81775987
.7722348	.58055687
.68390322	.54446959
1	.36780646
.81960827	.16522475
.53869426	.64767969
.51201993	.07738854
.78129947	.55524242
.53288811	.56259894
.80387896	.065776259
.45244586	.47542679
.3804476	-.062028706
.68108445	.44112766
.61113358	1
.74053991	.22226715
.60734904	.48107982
.50249064	1
.53622067	.0049812794
.63693374	.072441369
.749403	.16522475
.60330033	.52945799
.5099805	.20660067
.76181614	.28251153
.53288811	.52363229
.73574692	.065776259
.39892542	-.083744645
.3848972	-.17787379
.58826333	.34880659
.63740271	.32076678
.82342821	.27480546
.66550511	.64685643
.69622958	.41619739
.73642319	.39245915
.73123121	.47284639
.47382167	.033746004
.20103098	-.024714112
.27977049	-.59793806
.2938129	-.53757143
.27828881	-.41237423
.3041155	-.44342235
.27065995	-.78149784
.31824517	-.42655936
.67064965	.47349787
.68907189	.38641462
.66714001	.37814379
.50397611	.33428001
.48643607	.13319895
.44677055	-.027127862
.35819611	-.1064589
.71073407	.088237375
.74179286	.42146814
.64684898	.48358572
.59953928	.17857769
.73092204	.20387591
.79991281	.46184409
.36118802	-.40405619
.33179453	-.27762392
.67115927	.58739114
.4583793	.16045633
.25471133	-.69473112
.27848366	-.24920955
.41312969	-.44293264
.24591093	-.17374063
0	-.43466353
.14761369	-.87082827
.32128969	-.70477259
.41193971	-.2848289
.35490805	-.16756848
0	-.2901839
.31122017	-1
.19778515	-.37755966
0	-.60442972
.32285532	-.48335147
.30829	-.32484779
.47811562	-.58007461
0	-.16087911
.32150686	-.99998891
0	-.35547942
.21145399	-.093535185
.1477356	-.57709205
.25741389	-.67595327
.37197182	-.41754028
.18154515	-.25605634
.23944481	-.63690972
.23787989	-.5468533
.43765628	-.52424026
0	-.12468743
.28571695	-.90499252
0	-.42109776
1	.36082101
.53743166	.1835241
1	.074863285
1	1
.3577899	-.09211576
.42973387	-.28442022
.45670411	-.14053226
.67479801	.052360594
.88889068	.36365616
.61085492	.77778137
.5393551	.048760802
.57393074	.078710169
.53023136	.14786148
.42550635	-.066382855
.32664979	-.13748014
1	.2858642
.98382211	-1
.99997371	.96766174
.99996704	.99994743
.90008926	1
.75866342	.80017853
.82622325	.51732683
.94034815	.99858826
1	.8806963
.79285115	1
1	.50326371
1	1
.6742546	1
.41183773	-.146209
.40421596	-.16713652
1	1
.74507225	.81516623
.94422531	.49014446
1	.88845062
.62998497	.1953977
.48721796	.25996992
.70552963	.065518439
.92439133	.99675155
.58640862	.84878266
.65381896	.17461656
.57858855	1
1	.17960671
.72443622	1
.72381997	.21508974
.82808185	.48540381
.65942502	.64395005
1	.98761624
.97195584	1
.99998206	.9439407
.79626638	.56458104
.5935567	.59253275
.81685472	.1871134
.35542297	-.13335988
.2536332	-.28915405
0	-.4927336
.76825333	.2563003
.76477098	.53650665
.66704863	.52954197
.54421055	.012098461
.54652232	.12851867
.99992603	.99992871
1	1
1	1
1	1
.5061354	.16718304
.66116059	.022060543
.74223083	.32232121
1	1
.72902775	1
.77303523	.4580555
.27694273	-1
.19878484	-.44611454
.37987193	-.60243034
.3329961	-.21560967
0	-.3211911
.99992663	.38300502
1	1
1	1
1	1
.75181127	.87740958
1	.50362253
1	1
.60669953	.0054665506
.69685543	.22213653
1	.40630633
.80400187	1
.6243794	.60800374
1	.24875879
.67393374	.27603504
1	.37410975
1	.82125366
.71745276	.67007303
1	.43494499
1	1
.4783836	.052725136
.36791345	-.043232799
.37142661	-.22559538
.83652633	.43092465
.81575173	.67305267
.58140844	.63150346
.61104286	.15594006
.78751308	.23840889
1	.86151904
.73147452	.58626616
.73147452	.58626616
.73147452	.58626616
.60637295	.35512584
.60637295	.35512584
.60637295	.35512584
.90257877	.81540704
.89942968	.82698721
.51736492	.14514601
.49705634	.054204077
.45410553	-.0058873594
.3969003	-.091788977
.29085276	-.22855186
.53864777	-.41829446
.61527961	.077295542
.58035117	.19346416
.63413984	.16070232
.6362657	.2682797
1	.088509917
.74540591	1
.67138225	.49081182
1	.40599728
.84681016	1
.54349154	.093441397
.52369255	.099634767
.62649542	.047385126
.60269564	.25299087
.60339648	.29893267
.61529207	.20679298
.62673217	.23058414
.73572493	.28746656
.55323726	.47144988
.44050178	.10647452
.69471109	.11941588
1	.38942218
.55473208	1
.68886626	.27424744
.72974521	.37773255
.54409242	.14207318
.51496321	.17724052
.59928393	.029926419
.59776956	.19856784
.61620283	.30790257
.60485864	.23240569
.65373492	.2097173
1	.37066841
.59196651	1
.47326007	.18393302
.64912897	.35881671
.74344033	.29825798
1	.48688066
1	.27767599
.86599272	1
.51645023	.061424404
.47179532	.0044803321
.51483256	-.056409359
.53166693	.029665083
.59719342	.22422984
.64227998	.19438687
.67392713	.28455994
.45583773	1
1	.090138555
.76551771	1
.71250933	.33320308
.61301285	.42501867
.5195204	.22602573
.65749055	.30168012
.60678768	.34892288
.99835879	.21357533
.6948089	.99671757
.63581973	.3994776
.66151994	.27163947
.70442176	.32303989
.61606789	.25004068
.57399231	.2546494
.66077089	.14798462
.61788267	.32154176
.60580337	.17420104
.45065123	-.062569261
.40753534	-.098697543
.4077003	-.18492934
.32854792	-.10558823
.28381899	-.34290418
.31509316	-.43236205
.40687847	-.087627351
.29030678	-.16650707
.2143358	-.41938648
.28657448	-.56150889
.27882996	-.42685103
0	-.44234005
.39817724	-.16986513
.35376731	-.20364556
.69095051	.27799919
.60063201	.24161136
.60899448	.20126402
.55749667	.217989
.59580523	.17461181
.70292574	.19161043
.69033563	.40585148
.58230478	.23907992
.52538371	.18826872
.58144808	.071062028
.73276919	.75455183
.73342192	.50012809
.65888846	.46684384
.65012968	.29659721
.67776155	.34255084
.43062255	.029696614
.36640978	-.13875493
.37921521	-.26718044
.47473618	-.021962404
.84951735	.051783174
.64346606	.69903469
0	-.45316222
.28586033	-1
.43413106	-.40277901
.33484787	-.40252247
.32737041	-.33030427
.48246256	-.10668895
.349002	-.0037527978
.37364626	-.30199599
.35424951	-.99965996
0	-.29150096
.38659304	-.87142867
.33219138	-.24215326
.31190893	-.33561727
.35148919	-.027217954
.32202145	-.29702163
.35245112	-.35595706
.25909358	-.3898972
.45182234	-.42833596
.46597359	-.13127589
.43664935	-.0096910596
.50307226	.29672384
.57777238	.11508173
.66659439	.15554476
.60009277	.33318874
.56031919	.3562105
.45742446	.12063837
.45242611	.042743593
.53218842	.17644402
.61458814	.070518047
.59772187	.24435121
.68368256	.25680202
.69929874	.36736509
.63713193	.39859748
.56930637	.20080462
.66910303	.16726229
.41976425	-.038202316
.46616781	-.10615575
.53888166	-.067659378
.42389169	.084394217
.47093242	.01289165
.37145039	-.045840979
.36606398	-.25709918
.50499433	.038825482
.52892852	.0099886656
.56416017	.057857007
.51464564	.07669422
.62735146	.029291272
.60670763	.2547029
.57037967	.13508448
.49879619	.18777168
.48367137	.01403141
.49765402	-.06013453
.49785435	-.0046919584
.47951412	-.0042834282
.51714432	.023120999
.52121907	.034288675
.63672519	.04243812
.50979543	.35893276
.49256232	.040180624
.54890734	.0025876462
.51861459	-.15167415
.78043789	.03722921
.70187694	.56087577
.31129631	-.39243841
.31471819	-.37740734
.5730179	.037204236
.61757624	.069815308
.63610476	.23515251
.68537319	.27220953
.58606654	.26029226
.54692662	.17213312
.55084419	.093853265
.35242975	-.040957361
.38750431	-.1846506
.29501596	-.22499141
.30204874	-.4370757
.26924407	-.39590251
.45946583	-.46151185
.38037506	-.4459945
.4065823	-.18099537
.33569118	-.19241646
.34408897	-.3286176
.25317681	-.25373256
.30227885	-.57176745
.24869275	-.39544234
.30048317	-.5026145
.28064695	-1
.25952771	-.43870613
.33534956	-.89396644
.35629582	-.31473672
.35499439	-.27396607
.37763512	-.41853815
.41499487	-.24472976
.49527535	.060119957
.55129004	.097489834
.62416762	.10258007
.60390776	.24833524
.48173067	.034369797
.40558115	-.03653869
.41830885	-.18883774
.45392746	-.16539547
.40076873	-.092145085
.46288532	-.19846252
.3207534	-.37248611
.34214714	-.33245611
.53006357	-.31570575
.4754889	-.10866567
.44734094	-.024341136
.42872012	-.022063255
.40023795	-.21666852
.44978181	-.19952407
.51151985	-.10043636
.29676431	-.044444442
.43874431	-.40647137
.31579885	-.08711648
.4941771	-.11313525
.4269329	-.011645794
.41184449	-.14613423
.54353964	.00083991885
.63380635	.087079257
.63620079	.29586148
.29498622	-.49943873
.44694614	-.39267954
.60249662	.36255461
.62051946	.1195778
.69491476	.24103892
.53265274	.38982949
.50832272	.077993155
.53615665	.016645461
.49524549	.072313309
.66446739	.095824122
.57302362	.32893482
.61427015	.14604723
.61666805	.33705515
.60774028	.23333606
.61133301	.21548057
.44786522	-.020135999
.5087468	-.012312621
.60983407	.017493635
.49099386	.21966818
.39824894	-.082079887
.32151407	-.20350215
.64088839	-.35697186
.45044115	.26007104
.43138257	-.099117666
.40936428	-.1372349
.46532938	-.31845728
.44475144	-.069341272
.37038803	-.11049712
.43151528	.064342141
.44359088	-.092622638
.54086447	.1367704
.63971937	.10049251
.61406434	.30284894
.43501765	-.0094369948
.49238896	-.06599921
.41587129	-.45426318
.40607357	-.16825739
.34005672	-.16649652
.35261479	-.34301484
0	-.23293599
.5278312	.012963146
.54215205	-.0901995
.66870326	.084304094
.5754329	.33740649
.67631602	.26586962
.72143823	.35263202
.82456791	.44287646
.77050781	.19339034
.72424537	.64980513
.6995098	.48144203
.53199029	.1334158
.46640357	.063980654
.40792125	-.062094003
.27400175	-.18918398
.37472197	-.44685784
.48985669	-.25055602
.29097718	-.30957374
.47278634	-.41790462
.29784903	-.032855302
.37101585	-.47858444
.41900721	-.19502485
.53199029	.1334158
.49075505	.063980654
.50809574	-.014043063
.70328528	.3486729
1	.40657052
1	1
.37122002	-.48659885
0	-.25755998
0	-1
.44066092	-.31403854
.42074445	-.11867818
.7129668	.23073199
.73109335	.42593363
.74459195	.46218666
.67249596	.29523528
.5316956	.36710548
.58322585	.16922152
.58322585	.16922152
.58012003	.16922152
.55911422	.23528704
.47857931	.11822847
.4580085	-.038068533
.58322585	.16922152
.58322585	.16922152
.58633173	.16922152
.50486642	.031544566
.47857931	.0097328424
.4580085	-.038068533
.51081306	.18084523
.39076784	-.067325145
.46103859	-.21846434
.50025797	-.077922821
.33504432	-.11946607
.31879973	-.32991135
.51272702	-.36240053
.58173072	.31107479
.51043797	.18348902
.4790231	.048460394
.48440039	-.430123
.40195733	-.031199217
.43797034	-.19608533
.29969198	-.29080424
.30420458	-.38338512
.5340519	.14911774
.42363945	-.14327416
.51114899	-.15272114
.50818425	.022297949
.38748753	.15077651
.6164965	-.22502494
.46613052	.23299301
.43367657	.025643677
.35302767	-.13264683
.3025364	-.26947829
.55184019	-.0023200214
.57402551	.11445588
.57595474	.16339368
.42439386	-.099665046
.43457311	-.12560466
.32736748	-.49502605
.30863771	-.33839971
.58347094	-.35962483
.47265723	.19121343
0	-.038716525
.3052814	-.49161804
.31819129	-.3894372
.44906521	-.34800255
.45510349	-.030493289
.41809571	-.12366346
.46417964	-.16380858
.47710505	-.07164073
.47699001	.015886456
.37262899	-.046019942
.50261384	-.25474203
.56444412	.09402597
.41369021	.12888825
.31430945	-.17261958
.3052814	-.49161804
.31819129	-.3894372
.44906521	-.34800255
.40824258	-.11928827
.38686365	-.14420211
.46024883	-.54497969
.46439347	-.18169379
.54918963	-.071213037
.51632386	.098379254
.34880298	-.18170354
.21257214	-.30239403
.3664979	-.53959966
.73947084	.7156986
.5935241	.47894165
.39838791	.1870482
.67481285	.18810675
.62881166	.40895885
.41895068	.3447752
.43455085	-.06557253
.61844468	-.061773181
0	-1
0	-1
.6095311	-1
.62693477	.21906221
.70928293	.29258156
.60742545	.4185659
.77881575	.23184535
.41017625	-.10335258
